"Timestamp","What do you enjoy playing in Generals Zero Hour?","Do you participate in Multiplayer leagues, tournaments or challenges?","What platform(s) do you use when playing Multiplayer?","Do you use any optional tools?","When playing a match in Singleplayer or Multiplayer, do you encounter any gameplay issues that are frustrating?","When playing a match in Multiplayer, do you encounter any faction (army) balancing issues that appear unfair?","All Community Mods aside, how happy are you with the overall state of original Zero Hour 1.04 Version?","If Electronic Arts (EA) was to patch Generals Zero Hour 1.04 today and fix exploits, bugs and improve performance, graphics, sounds and imbalances, how happy would you be about it?","If Community Users were to patch Generals Zero Hour 1.04 today and fix exploits, bugs and improve performance, graphics, sounds and imbalances, how happy would you be about it?","What patch changes would be be acceptable for you beyond fixes and improvements with mainly Multiplayer in mind?","If an original game feature is bugged and its use has been accepted as not cheating/exploiting, would you prefer the bug to be fixed, even if it meant the gameplay changed because of it?","If an original game feature is imbalanced and impossible to fix by just changing build cost and build time, would you prefer the imbalance to be fixed, even if it meant the gameplay changed because of it?","If Community Users would release and distribute a new patch with fixes and improvements, would you be concerned about its adoption success by the general Multiplayer population? (Player base split)","Would a new patch with fixes and improvements be an incentive for you to play more Multiplayer?","Here you can write anything that is on your mind related to this questionnaire. What do you find frustrating? What would you like to see improved?"
"2021/09/24 12:31:01 AM GMT+2","Multiplayer","No","GameRanger;CNC Online (Revora)","GenTool (latest);ControlBarPro;Other","No","No","5","5","1","Ingame Interface changes","No","No","Yes","No, same","My opinion: keep the game original but...

- switch ingame layout to ControlBar pro (big shoutout to you Xezon!!!)

- fix army/building limit in multiplayer (currently 1600 i believe?)

- fix other serious error occurences

- Something I noted down once, can maybe be useful with regards to performance:
Disabling 3d shadows is only needed when playing AOD as it creates an issue when too many units are on the screen at the same time and shadows overlap. This shouldn't happen in normal games (not enough units crammed in 1 screen)

- fix the replay list bug:
when importing replays: the replay list is bugged with some text overlaying and empty slots
Cause: one of the replays takes place on a map that is not present on the PC
Solution: add the map to the PC...
Improvement: detect missing map and give notification instead of bugging out

- improve WAN connectivity, although I've been ***mostly playing just fine online on Revora throughout the years***, many new users are experiencing issues getting online on Revora.
I have also experienced some periods of varying success with regards to getting online.
When I have to resort to Gameranger, it feels like I'm entering the ugly underbelly of Zero Hour, haha!
What I mean is that I'm assuming there's probably currently better network connectivity available for users that are behind restrictive firewalls compared the technology used back when ZH was created?
(Would that be that a ""C++ network library""? I'm guessing here, i'm in IT but I'm not a programmer, I don't know in what language ZH was created...)

- I'm sure you will have some other basically ""functionallity"" problems on your list! :)

But please, keep the *game play and balance* original, there are many multiplayer formats out there, many high level games, the game is growing massively, it's doing perfectly fine!!
Even keeping the army imbalances is important IMHO, not everything is on the super competitive scale.
Even if it is competitive, I have seen many great moments where the underdog wins in an army inbalanced game in a super competitive set!
Being able to control the clumsy china units is part of a *skillset*, even if they are frustrating, haha.
I love Zero Hour and it's definitely grown in the recent years, I'd hate to have a ""balance patch"" split the community and am basically happy that previous attempts to popularise such a patch haven't caught on.

Feel free to add me on Discord if you want to discuss: Zim#5183"
"2021/09/24 11:06:41 PM GMT+2","Multiplayer","No","GameRanger;Radmin","GenTool (latest)","Yes, sometimes","No","5","5","2","Menu changes;Ingame Interface changes;Audio and visual changes for existing units, buildings and powers;Damage, Speed, Health changes for existing units, buildings and powers;Gameplay or functionality changes for existing units, buildings and powers;New units, buildings or powers;New factions (armies)","","","No","",""
"2021/09/25 4:51:49 AM GMT+2","Singleplayer;Multiplayer;Mods (ROTR, Shockwave, Contra, ...)","","Other","Other","Yes, sometimes","No","5","5","5","New factions (armies)","Yes","Yes","Yes","Yes",""
"2021/09/25 3:57:30 PM GMT+2","Singleplayer;Mods (ROTR, Shockwave, Contra, ...)","No","Hamachi;CNC Online (Revora)","GenTool (latest)","Yes, sometimes","No","5","5","5","Audio and visual changes for existing units, buildings and powers;Gameplay or functionality changes for existing units, buildings and powers;New units, buildings or powers;New factions (armies)","Yes","No","No","Yes",""
"2021/09/25 8:53:56 PM GMT+2","Multiplayer","No","CNC Online (Revora)","GenTool (latest)","Yes, often","Yes, a few","4","5","5","Menu changes;Audio and visual changes for existing units, buildings and powers","Yes, if the impact is small","Yes, if the impact is small","No","Yes","Game needs to be more easily accessible (like installing, playing online without issues and stuff, it can be annoying for new users to the point they give up before playing the first game)"
"2021/09/25 9:02:55 PM GMT+2","Multiplayer","No","GameRanger","GenTool (latest);ControlBarPro","Yes, sometimes","Yes, a few","4","5","4","Damage, Speed, Health changes for existing units, buildings and powers;Gameplay or functionality changes for existing units, buildings and powers;New units, buildings or powers","No","Yes","Yes, a bit","Yes",""
"2021/09/25 9:47:20 PM GMT+2","Singleplayer;Multiplayer;Mods (ROTR, Shockwave, Contra, ...)","Yes","GameRanger;Radmin;CNC Online (Revora)","GenTool (latest);ControlBarPro","Yes, sometimes","Yes, a few","4","4","5","Menu changes;Ingame Interface changes;Audio and visual changes for existing units, buildings and powers;Damage, Speed, Health changes for existing units, buildings and powers;Gameplay or functionality changes for existing units, buildings and powers;New units, buildings or powers","No","Yes","Yes","Yes","china vanilla too weak and all units slow
lotus need more range and maybe give china a sniper? a very weak one so the impact is small?

and great job! thanks for improving the game!"
"2021/09/25 10:05:18 PM GMT+2","Multiplayer","Yes","GameRanger","GenTool (latest)","Yes, often","Yes, a few","3","5","5","","Yes","No","Yes, a bit","Yes","-It would be great if any new patch be backward compatible: meaning that it should work with the minimum patch version of all people who are in the game. Gentools should show the patch version that the game is (going to be) loaded. Or even add an option to choose which patch to run the game with: auto(as default), patch 1.4, 1.#

-Any changes that fix a bug in the game or ease up the game play is good as well as perhaps the build time and price balancing(any other none-bug-fixing changes should be minimalistic unless it is very clear that it is a much better thing and helps the game play like the new amazing control bar.):
1. Dedicated button for gla -> demo already has it. Why shouldn't other gla have that.
2. Quads scrap issue.
3. Waypoint scouting is so stupid.
4. Scrap deny or crates deny with scaffolds are stupid. Blocking fire stations building with scaffolds is stupid. The idea of scaffold is just an abstract put on the map and should not affect anything on the map(including mines detonation) unless a worker/dozer starts building it. Ideally, an scaffold should not be possible to be killed by enemy or should not affect/block the moving vehicles. An scaffold should not be even visible to the enemy until it starts to build and any potential conflicting scaffolds(e.g with the enemy scaffold) should be automatically cancelled based on which side starts to build it faster.(start build event -> cancel all conflicting scaffolds)
5. Terrorist puts his arms up in the air in case of enemy unit present in the shadow when using the guard area and attack move option.
6. More than one toxic or radiation effect cancels the previous one may sound stupid but I don't see it as a bug. It just helps to balance in the game. I mean only USA ambulance can actively get rid of the radiation/toxin on the ground. GLAs and China's simply won't have the option to counter/clear that which is actually stupid."
"2021/09/25 10:45:48 PM GMT+2","Singleplayer","No","CNC Online (Revora)","GenTool (latest)","Yes, sometimes","Yes, a few","3","5","5","Menu changes;Ingame Interface changes;Audio and visual changes for existing units, buildings and powers;Gameplay or functionality changes for existing units, buildings and powers;New units, buildings or powers","Yes, if the impact is small and the balance is adjusted accordingly","Yes","Yes, a bit","Yes","You are doing an important thing. The game needs future."
"2021/09/25 11:31:37 PM GMT+2","Multiplayer","No","GameRanger;Other","GenTool (latest)","Yes, often","Yes, many","2","5","5","Damage, Speed, Health changes for existing units, buildings and powers;Gameplay or functionality changes for existing units, buildings and powers;New units, buildings or powers;New factions (armies)","Yes","Yes","No","Yes","Please enable sponsorship on the Github repo. Thank you for your effort! "
"2021/09/26 12:13:24 AM GMT+2","Singleplayer","No","CNC Online (Revora)","GenTool (latest)","Yes, sometimes","Yes, a few","3","4","4","Menu changes;Ingame Interface changes;Audio and visual changes for existing units, buildings and powers;Damage, Speed, Health changes for existing units, buildings and powers;Gameplay or functionality changes for existing units, buildings and powers","Yes","Yes","Yes","No, same",""
"2021/09/26 4:49:39 AM GMT+2","Multiplayer","","","GenTool (latest)","Yes, sometimes","Yes, many","3","5","5","Menu changes;Ingame Interface changes;Audio and visual changes for existing units, buildings and powers;Damage, Speed, Health changes for existing units, buildings and powers;Gameplay or functionality changes for existing units, buildings and powers","Yes, if the impact is small and the balance is adjusted accordingly","Yes","Yes, a bit","Yes",""
"2021/09/26 5:52:56 AM GMT+2","Multiplayer","No","GameRanger;CNC Online (Revora)","GenTool (latest)","Yes, sometimes","Yes, many","4","5","5","Ingame Interface changes;Damage, Speed, Health changes for existing units, buildings and powers","Yes","Yes","Yes","No, same",""
"2021/09/26 9:16:28 AM GMT+2","Singleplayer;Multiplayer","No","Other","GenTool (latest)","Yes, sometimes","Yes, a few","4","5","5","Menu changes;Ingame Interface changes;Audio and visual changes for existing units, buildings and powers;Damage, Speed, Health changes for existing units, buildings and powers;Gameplay or functionality changes for existing units, buildings and powers;New units, buildings or powers;New factions (armies)","Yes, if the impact is small","Yes","Yes","Yes","Need a better multiplayer platform"
"2021/09/26 10:41:07 AM GMT+2","Multiplayer","No","GameRanger;CNC Online (Revora)","GenTool (latest)","Yes, sometimes","Yes, many","3","5","5","Menu changes;Damage, Speed, Health changes for existing units, buildings and powers;Gameplay or functionality changes for existing units, buildings and powers;New units, buildings or powers","Yes, if the impact is small","Yes, if the impact is small","No","Yes","I've read the price and build time changes and its really good! However there are some decisions made by the OG developers back in the day that I cannot wrap my head around such as why only USAv and Laser has tanks. The other USAs have to rely on only humvee spam - or why only Infantry generals hackers are invisible. It boils down to the same strategy every single game and you rarely get to see anything refreshing due to the limitation and possibilities that some armies offer. I'd love to see a crusader or paladin tank being thrown into SWG or AFG. Or all (or no) hackers being invisible. However I'd like to hear the opinion of someone that is considered a professional about this, as I'm sure it could have unseen consequenses."
"2021/09/26 11:44:34 AM GMT+2","Singleplayer","No","","GenTool (latest);GenTool (old)","Yes, sometimes","No","4","5","5","Menu changes;Ingame Interface changes;Audio and visual changes for existing units, buildings and powers;Damage, Speed, Health changes for existing units, buildings and powers;Gameplay or functionality changes for existing units, buildings and powers;New units, buildings or powers;New factions (armies)","Yes, if the impact is small and the balance is adjusted accordingly","Yes, if the impact is small","No","No, same",""
"2021/09/26 12:17:03 PM GMT+2","Multiplayer","No","Hamachi;CNC Online (Revora);Other","GenTool (latest);GenPatcher","Yes, sometimes","Yes, a few","4","5","4","Audio and visual changes for existing units, buildings and powers;Damage, Speed, Health changes for existing units, buildings and powers;Gameplay or functionality changes for existing units, buildings and powers","Yes, if the impact is small and the balance is adjusted accordingly","Yes","Yes","Yes",""
"2021/09/26 12:49:52 PM GMT+2","Singleplayer;Multiplayer;Mods (ROTR, Shockwave, Contra, ...)","Yes","GameRanger","GenTool (latest)","No","Yes, a few","5","5","5","Ingame Interface changes;Audio and visual changes for existing units, buildings and powers","Yes, if the impact is small","Yes, if the impact is small","Yes, a bit","No, same",""
"2021/09/26 1:28:13 PM GMT+2","Singleplayer","No","","GenTool (latest);ControlBarPro;Other","Yes, often","","4","5","4","Menu changes;Audio and visual changes for existing units, buildings and powers;Damage, Speed, Health changes for existing units, buildings and powers","Yes, if the impact is small and the balance is adjusted accordingly","Yes, if the impact is small","Yes","No, same",""
"2021/09/26 1:43:56 PM GMT+2","Singleplayer;Mods (ROTR, Shockwave, Contra, ...)","No","Other","GenTool (latest);ControlBarPro","Yes, sometimes","Yes, a few","5","4","3","Audio and visual changes for existing units, buildings and powers;Damage, Speed, Health changes for existing units, buildings and powers;Gameplay or functionality changes for existing units, buildings and powers;New factions (armies)","Yes, if the impact is small and the balance is adjusted accordingly","Yes","Yes, a bit","No, same","A balance that essentially deletes a tier list would be fun, because then it encourages creativity and obscure strategies that would promote a more spontaneous playstyle instead of follow basic pre-existing build orders that usually lead to same-y games. I like the idea of reducing costs and build times to improve the viability of certain armies, e.g. SWG and AFG have the same Vee/Ambo cost.

But not a lot that's been said isn't covered on Shockwave mod. All armies get a massive buff and a balance that makes gameplay much nicer."
"2021/09/26 8:24:57 PM GMT+2","Multiplayer;Mods (ROTR, Shockwave, Contra, ...)","No","GameRanger;Hamachi","","Yes, often","Yes, many","3","5","5","Menu changes;Damage, Speed, Health changes for existing units, buildings and powers;Gameplay or functionality changes for existing units, buildings and powers;New units, buildings or powers;New factions (armies)","Yes","Yes","No","Yes","This is going to be long answer. 

Audio and graphics need to stay the same, there is a lot of mods that mess up because they want realism in graphics and all they achieve is mess where everything looks the same and blends with background. Think of warcraft 3 reforged, everyone plays with legacy graphics. We are not fighting a real war but playing an awesome game. The reason majority of community for not just generals but RTS, TBS, 4X and other similar games still play old titles is not just nostalgia but easy discenable units that ""jump out"" of background. Overlord - aptly colored so it's easy to discern from backgroun, big tank with 2 barells easy to distinguish between other units.

Balance. Generals zh needs it badly. From bug fixes to nèw units and powers and even new armies why not? People still mostly plau vanilla zh because all fractions are unique but have some differences. That should be main goal. So in my opinion, which I'm totaly fine if you disagree oand discard, laser point defence should go to laser general and remove from af gen. China nuke should lose inf canon and move carpet to 5 because otherwise china vanilla is just weaker china nuke and so on... I think people would be fine with sensible changes even if it adds more. 

This game is 18yrs old it nees serviceing and updateing.

Last note. I think we should add 1 more gen to each faction and add Russia with its generals too. It is about time and it fits perfectly with modern situation. Theese are just my few cents of thoughts.

This project doesn't need to be finnished at once, slow and steady so that people adjust to change but change needed so much.

If you've read this to the end, Tank you so much you are awesome all the best for the patch project. :)"
"2021/09/26 9:46:28 PM GMT+2","Singleplayer;Mods (ROTR, Shockwave, Contra, ...)","No","","","Yes, sometimes","","3","5","5","Menu changes;Ingame Interface changes;Audio and visual changes for existing units, buildings and powers;Damage, Speed, Health changes for existing units, buildings and powers;Gameplay or functionality changes for existing units, buildings and powers;New units, buildings or powers;New factions (armies)","Yes","Yes","Yes, a bit","Yes",""
"2021/09/27 12:51:41 AM GMT+2","Singleplayer;Multiplayer;Other","Yes","CNC Online (Revora);Other","GenTool (latest);ControlBarPro;Other","Yes, sometimes","Yes, a few","3","5","4","Damage, Speed, Health changes for existing units, buildings and powers;Gameplay or functionality changes for existing units, buildings and powers;New units, buildings or powers","Yes","Yes","Yes, a bit","Yes","Need improvements to the units example the quads scrap has to be changed they cannot get weaker once you scrap them during their veterency and overlords and emperor's need to get their subliminal messaging upgrade fixed and not just remain a bug, Paladins tank composite armor needs to be even more powerful just as the vet 2 marauder tank- Regards
Hopefully the survey works."
"2021/09/27 8:00:41 AM GMT+2","Singleplayer;Multiplayer","No","GameRanger","","Yes, sometimes","Yes, a few","3","5","5","Menu changes;Ingame Interface changes;Audio and visual changes for existing units, buildings and powers;New factions (armies)","Yes, if the impact is small and the balance is adjusted accordingly","Yes","Yes","No, same",""
"2021/09/27 1:19:37 PM GMT+2","Singleplayer;Multiplayer","No","GameRanger;CNC Online (Revora)","GenTool (latest)","Yes, sometimes","Yes, many","4","4","3","","Yes, if the impact is small and the balance is adjusted accordingly","No","Yes","No, same",""
"2021/09/27 3:14:50 PM GMT+2","Multiplayer","Yes","GameRanger","GenTool (latest);ControlBarPro","Yes, sometimes","Yes, many","4","5","5","Damage, Speed, Health changes for existing units, buildings and powers;Gameplay or functionality changes for existing units, buildings and powers;New units, buildings or powers;New factions (armies)","Yes, if the impact is small and the balance is adjusted accordingly","Yes, if the impact is small","Yes, a bit","Yes",""
"2021/09/27 11:08:16 PM GMT+2","Singleplayer","No","","","No","No","5","4","4","Ingame Interface changes;New units, buildings or powers;New factions (armies)","Yes, if the impact is small","Yes, if the impact is small","Yes, a bit","Yes",""
"2021/09/28 3:07:28 PM GMT+2","Singleplayer;Multiplayer","No","CNC Online (Revora)","GenTool (latest)","Yes, sometimes","Yes, a few","4","5","5","Ingame Interface changes;Damage, Speed, Health changes for existing units, buildings and powers","Yes, if the impact is small and the balance is adjusted accordingly","Yes","No","Yes",""
"2021/09/28 4:13:42 PM GMT+2","Singleplayer;Mods (ROTR, Shockwave, Contra, ...)","No","Radmin;Hamachi;Other","GenTool (latest);GenPatcher","Yes, sometimes","Yes, a few","4","5","5","Menu changes;Audio and visual changes for existing units, buildings and powers;Damage, Speed, Health changes for existing units, buildings and powers;Gameplay or functionality changes for existing units, buildings and powers;New units, buildings or powers","Yes, if the impact is small and the balance is adjusted accordingly","Yes","Yes, a bit","Yes",""
"2021/09/28 6:40:55 PM GMT+2","Singleplayer;Multiplayer","No","GameRanger;Radmin","GenTool (latest);ControlBarPro","Yes, sometimes","Yes, a few","4","5","5","Menu changes;Ingame Interface changes;Damage, Speed, Health changes for existing units, buildings and powers;Gameplay or functionality changes for existing units, buildings and powers;New units, buildings or powers","Yes, if the impact is small","Yes, if the impact is small","Yes, a bit","Yes",""
"2021/09/28 7:45:23 PM GMT+2","Multiplayer","No","GameRanger;Radmin","GenTool (latest);ControlBarPro;GenPatcher","Yes, sometimes","No","4","3","5","Ingame Interface changes;New units, buildings or powers;New factions (armies)","Yes, if the impact is small","Yes","No","Yes","Control bar pro works only in window mode. If it's full screen it shows blank screen with sound only. "
"2021/09/28 8:40:27 PM GMT+2","Multiplayer","No","GameRanger","GenTool (latest)","Yes, often","Yes, a few","2","5","4","Menu changes;Ingame Interface changes;Audio and visual changes for existing units, buildings and powers;Damage, Speed, Health changes for existing units, buildings and powers;Gameplay or functionality changes for existing units, buildings and powers","Yes, if the impact is small","Yes, if the impact is small","Yes","Yes","I think everyone knows just how many imbalances there are. I think it would be a very difficult undertaking, however I do think there are plenty of easy changes to the gameplay and balance that virtually everyone would get behind. Those should be the focus to start. Also ZH is an old game, there are plenty of awesome QOL changes that could be made that would greatly improve things. I would certainly be all for changing minor bugs, the menu, the gameplay options etc. "
"2021/09/29 11:33:47 AM GMT+2","Multiplayer","No","GameRanger","Other","No","No","4","5","5","Damage, Speed, Health changes for existing units, buildings and powers","Yes, if the impact is small","Yes, if the impact is small","Yes, a bit","Yes","good efforts ! "
"2021/09/29 1:07:04 PM GMT+2","Multiplayer","Yes","CNC Online (Revora)","GenTool (latest);ControlBarPro;GenPatcher","Yes, sometimes","Yes, a few","4","5","5","Damage, Speed, Health changes for existing units, buildings and powers;Gameplay or functionality changes for existing units, buildings and powers","Yes, if the impact is small and the balance is adjusted accordingly","Yes","Yes, a bit","No, same","My important point here is that i´m not a pro player nor a very good player. Self called as semi-noob what means that my most concers lying in the fact about the player base split and this new community patch will join just the hard players which means i will not find a niche to play against my level. Anyone would say, just improve yourself but my day time is limited and i doesn´t want to spend time in just some game improvement. I´m just a player who wants to spend bit time in the evening to play some matches. But anyway, thank you all for your great effort for this awesome game. Without guys like you the game would have died a long time ago! I really appreciate that!!"
"2021/09/30 11:06:41 AM GMT+2","Singleplayer;Mods (ROTR, Shockwave, Contra, ...)","No","GameRanger","GenTool (latest);GenTool (old)","Yes, often","Yes, many","4","5","3","","Yes, if the impact is small","No","Yes","Yes",""
"2021/10/02 6:08:46 PM GMT+2","Singleplayer;Mods (ROTR, Shockwave, Contra, ...)","No","GameRanger;CNC Online (Revora)","GenTool (latest)","Yes, sometimes","","2","5","5","Menu changes;Ingame Interface changes;Audio and visual changes for existing units, buildings and powers;Damage, Speed, Health changes for existing units, buildings and powers;Gameplay or functionality changes for existing units, buildings and powers;New units, buildings or powers;New factions (armies)","Yes, if the impact is small and the balance is adjusted accordingly","Yes, if the impact is small","No","Yes",""
"2021/10/03 11:29:16 AM GMT+2","Singleplayer;Multiplayer;Mods (ROTR, Shockwave, Contra, ...)","No","CNC Online (Revora)","GenTool (latest);ControlBarPro;GenPatcher","Yes, often","Yes, many","3","5","5","Menu changes;Ingame Interface changes;Audio and visual changes for existing units, buildings and powers;Damage, Speed, Health changes for existing units, buildings and powers;Gameplay or functionality changes for existing units, buildings and powers;New units, buildings or powers;New factions (armies)","Yes, if the impact is small","Yes","No","Yes","New Meta / Its just the same thing really and it just gets boring"
"2021/10/04 6:44:56 PM GMT+2","Multiplayer","No","GameRanger;CNC Online (Revora)","GenTool (latest);ControlBarPro","Yes, often","Yes, many","3","5","5","Menu changes;Ingame Interface changes;Audio and visual changes for existing units, buildings and powers","Yes, if the impact is small and the balance is adjusted accordingly","No","Yes","Yes",""
"2021/10/04 8:59:50 PM GMT+2","Multiplayer","No","Radmin","GenTool (latest)","Yes, sometimes","Yes, a few","3","5","5","Menu changes;Ingame Interface changes;Audio and visual changes for existing units, buildings and powers;Damage, Speed, Health changes for existing units, buildings and powers;Gameplay or functionality changes for existing units, buildings and powers;New units, buildings or powers;New factions (armies)","Yes","Yes","Yes, a bit","Yes",""
"2021/10/04 9:45:31 PM GMT+2","Multiplayer","No","CNC Online (Revora)","GenTool (latest)","Yes, often","Yes, many","3","5","5","Damage, Speed, Health changes for existing units, buildings and powers","Yes","Yes","Yes","Yes",""
"2021/10/06 5:59:34 AM GMT+2","Singleplayer;Multiplayer","No","CNC Online (Revora);Other","GenTool (latest)","Yes, often","Yes, a few","4","5","5","Menu changes;Ingame Interface changes;Audio and visual changes for existing units, buildings and powers;Damage, Speed, Health changes for existing units, buildings and powers;Gameplay or functionality changes for existing units, buildings and powers","Yes","Yes","Yes, a bit","No, same","Multiplayer mismatch!"
"2021/10/08 4:50:08 PM GMT+2","Singleplayer","No","","GenTool (latest);Maphack","Yes, sometimes","","4","5","5","Menu changes;Ingame Interface changes;New units, buildings or powers;New factions (armies)","Yes, if the impact is small and the balance is adjusted accordingly","No","Yes, a bit","Yes",""
"2021/10/08 5:41:53 PM GMT+2","Singleplayer;Multiplayer","No","","","Yes, often","No","4","5","5","","No","No","No","Yes","I just want the crashes to be fixed, can never play a full game with all 7 Hard/Brutal armies without a crash"
"2021/10/08 8:03:32 PM GMT+2","Multiplayer","Yes","GameRanger;CNC Online (Revora)","GenTool (latest)","Yes, often","Yes, a few","3","5","5","Menu changes;Ingame Interface changes;Audio and visual changes for existing units, buildings and powers;Damage, Speed, Health changes for existing units, buildings and powers;Gameplay or functionality changes for existing units, buildings and powers;New units, buildings or powers;New factions (armies)","Yes","Yes","Yes, a bit","Yes",""
"2021/10/11 8:19:13 AM GMT+2","Singleplayer;Mods (ROTR, Shockwave, Contra, ...)","No","","GenTool (latest);GenPatcher","Yes, sometimes","Yes, a few","4","5","5","Menu changes;Ingame Interface changes;Audio and visual changes for existing units, buildings and powers;Damage, Speed, Health changes for existing units, buildings and powers;Gameplay or functionality changes for existing units, buildings and powers;New units, buildings or powers;New factions (armies)","Yes, if the impact is small and the balance is adjusted accordingly","Yes, if the impact is small","Yes","Yes",""
"2021/10/12 9:29:55 AM GMT+2","Singleplayer;Multiplayer;Mods (ROTR, Shockwave, Contra, ...)","Yes","GameRanger","GenTool (latest)","Yes, sometimes","Yes, a few","4","5","5","Gameplay or functionality changes for existing units, buildings and powers","Yes, if the impact is small and the balance is adjusted accordingly","Yes","Yes","Yes",""
"2021/10/12 6:25:58 PM GMT+2","Singleplayer;Multiplayer","No","GameRanger;CNC Online (Revora)","GenTool (latest);ControlBarPro","Yes, sometimes","Yes, a few","4","2","2","Menu changes;Ingame Interface changes;Audio and visual changes for existing units, buildings and powers","No","No","Yes","No, less",""
"2021/10/13 11:09:51 PM GMT+2","Singleplayer;Multiplayer;Mods (ROTR, Shockwave, Contra, ...)","No","GameRanger","","Yes, often","Yes, a few","2","5","5","Ingame Interface changes","Yes, if the impact is small and the balance is adjusted accordingly","No","No","Yes",""
"2021/10/14 1:06:08 PM GMT+2","Singleplayer","No","","GenTool (latest)","Yes, sometimes","No","4","5","1","","Yes, if the impact is small","No","No","No, same",""
"2021/10/18 1:15:48 AM GMT+2","Singleplayer;Mods (ROTR, Shockwave, Contra, ...)","No","","","Yes, sometimes","Yes, a few","3","4","4","Audio and visual changes for existing units, buildings and powers;Damage, Speed, Health changes for existing units, buildings and powers;Gameplay or functionality changes for existing units, buildings and powers","Yes, if the impact is small","Yes","No","No, same",""
"2021/10/19 3:06:21 AM GMT+2","Singleplayer;Multiplayer","No","GameRanger;CNC Online (Revora)","GenTool (latest)","Yes, sometimes","Yes, a few","4","4","5","Gameplay or functionality changes for existing units, buildings and powers","No","Yes","Yes","Yes",""
"2021/10/19 9:24:36 AM GMT+2","Multiplayer","No","GameRanger;CNC Online (Revora)","GenTool (latest)","Yes, sometimes","Yes, a few","4","5","5","Damage, Speed, Health changes for existing units, buildings and powers;Gameplay or functionality changes for existing units, buildings and powers","Yes, if the impact is small","Yes","Yes, a bit","Yes",""
"2021/10/24 2:32:26 AM GMT+2","Singleplayer;Multiplayer","No","Other","GenTool (latest);ControlBarPro","Yes, sometimes","Yes, a few","4","5","3","Menu changes;Audio and visual changes for existing units, buildings and powers;New factions (armies)","Yes, if the impact is small and the balance is adjusted accordingly","No","Yes, a bit","No, same",""
"2021/10/26 10:57:31 PM GMT+2","Singleplayer;Mods (ROTR, Shockwave, Contra, ...)","No","","","Yes, sometimes","","4","5","5","Ingame Interface changes;Audio and visual changes for existing units, buildings and powers;Damage, Speed, Health changes for existing units, buildings and powers;Gameplay or functionality changes for existing units, buildings and powers;New units, buildings or powers;New factions (armies)","Yes, if the impact is small and the balance is adjusted accordingly","Yes, if the impact is small","","No, same",""
"2021/10/28 12:10:16 PM GMT+2","Multiplayer","No","GameRanger;CNC Online (Revora)","GenTool (latest);ControlBarPro","No","Yes, a few","5","5","5","Menu changes;Ingame Interface changes;Audio and visual changes for existing units, buildings and powers;Damage, Speed, Health changes for existing units, buildings and powers;Gameplay or functionality changes for existing units, buildings and powers","Yes, if the impact is small and the balance is adjusted accordingly","No","Yes, a bit","Yes","I want more bug fix and performense fix 
"
"2021/10/29 10:20:41 PM GMT+2","Singleplayer;Multiplayer;Mods (ROTR, Shockwave, Contra, ...);Other","No","GameRanger;Radmin;Hamachi;CNC Online (Revora)","GenTool (latest);GenTool (old);ControlBarPro;GenPatcher;Other","Yes, sometimes","Yes, a few","4","5","5","Menu changes;Ingame Interface changes;Audio and visual changes for existing units, buildings and powers;Damage, Speed, Health changes for existing units, buildings and powers;New units, buildings or powers;New factions (armies)","Yes","Yes, if the impact is small","Yes, a bit","Yes","Pathfinding in my mind the pathfinding seems outdated and based on a old algorythm that tries brute force to find a path lagging the game when going over mountains and bridges, if it could be replaced with a better algorythm (if it even uses one) or the pathfinding to be improved would be a big boost"
"2021/10/31 5:42:25 PM GMT+2","Multiplayer","","GameRanger;Radmin;CNC Online (Revora)","GenTool (latest);ControlBarPro;GenPatcher","Yes, often","Yes, many","3","5","5","Menu changes;Ingame Interface changes;Audio and visual changes for existing units, buildings and powers;Damage, Speed, Health changes for existing units, buildings and powers;Gameplay or functionality changes for existing units, buildings and powers;New units, buildings or powers;New factions (armies)","No","Yes, if the impact is small","Yes, a bit","No, same","I think certain bugs, that don't ruin the gameplay should stay in. But if there was a fix that balanced the factions out more I would be happy, (like aurora's and nuke migs being very OP etc). Also my main issue with the game is mismatches. I think adding units or other content to the game should be done very careful, this game is still alive after so many years so it did a lot right. But a update to the game can certainly bring back more people to the game again."
"2021/11/03 12:51:37 PM GMT+2","Singleplayer;Mods (ROTR, Shockwave, Contra, ...)","No","CNC Online (Revora)","","Yes, sometimes","","4","5","5","Menu changes;Ingame Interface changes;Audio and visual changes for existing units, buildings and powers;Damage, Speed, Health changes for existing units, buildings and powers;Gameplay or functionality changes for existing units, buildings and powers;New units, buildings or powers;New factions (armies)","Yes","Yes","No","No, same",""
"2021/11/04 3:05:27 PM GMT+2","Singleplayer;Multiplayer","No","GameRanger;CNC Online (Revora)","GenTool (latest)","Yes, often","No","3","5","3","","No","No","No","Yes","only fix serious errors and lag caused by maps and improve AI not to cheat and be smart only. don´t touch gameplay or how the game is played please because we don´t want a new game we want the game that we have been playing since so many years"
"2021/11/08 5:04:14 AM GMT+2","Singleplayer;Mods (ROTR, Shockwave, Contra, ...)","No","","","Yes, sometimes","","4","5","5","Menu changes;Ingame Interface changes;Audio and visual changes for existing units, buildings and powers;Damage, Speed, Health changes for existing units, buildings and powers;Gameplay or functionality changes for existing units, buildings and powers","Yes","Yes","No","No, same",""
